STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM
TEXAS,Caldwell County Sheriff's Office,County,Caldwell County,Task Force Model,7/15/2025,link,
TEXAS,Caldwell County Sheriff's Office,County,Caldwell County,Warrant Service Officer,9/9/2025,link,
TEXAS,Calhoun County Sheriff’s Office,County,Calhoun County,Jail Enforcement Model,3/13/2020,link,
TEXAS,Calhoun County Sheriff's Office,County,Calhoun County ,Task Force Model,3/7/2025,link,
TEXAS,Calhoun County Sheriff's Office,County,Calhoun County ,Warrant Service Officer,2/24/2025,link,
TEXAS,Callahan County Sheriff's Office,County,Callahan County,Task Force Model,7/23/2025,link,
TEXAS,Callahan County Sheriff's Office,County,Callahan County,Warrant Service Officer,7/23/2025,link,
TEXAS,Cameron County Sheriff's Office ,County,Cameron County,Warrant Service Officer,1/26/2026,link,
TEXAS,Carson County Sheriff's Office,County ,Carson County ,Warrant Service Officer,8/28/2025,link,
TEXAS,Cass County Sheriff's Office ,County,Cass County,Jail Enforcement Model,1/26/2026,link,
TEXAS,Cass County Sheriff's Office ,County,Cass County,Task Force Model,2/10/2026,link,
TEXAS,Castro County Sheriff's Office ,County ,Castro County ,Warrant Service Officer,10/17/2025,link,
TEXAS,Chambers County Sheriff’s Office,County,Chambers County,Jail Enforcement Model,6/9/2020,link,
TEXAS,Cherokee County Sheriff's Office,County,Cherokee County,Task Force Model,1/7/2026,link,
TEXAS,Childress County Sheriff's Office,County,Childress County,Warrant Service Officer,6/30/2025,link,
TEXAS,China Grove Police Department,Municipality,Bexar County,Task Force Model,3/11/2026,link,
TEXAS,Cisco Police Department,Municipality,Eastland County,Task Force Model,3/24/2026,link,
TEXAS,Clay County Sheriff's Office ,County,Clay County,Task Force Model,11/20/2025,link,
TEXAS,Clay County Sheriff's Office ,County,Clay County,Warrant Service Officer,11/20/2025,link,
TEXAS,Clifton Police Department ,Municipality,Bosque County,Task Force Model,9/22/2025,link,
TEXAS,Coke County Sheriff's Office,County,Coke County,Task Force Model,5/13/2025,link,
TEXAS,Collin County Sheriff's Office ,County,Collin County,Jail Enforcement Model,1/26/2026,link,
TEXAS,Colorado County Sheriff's Office,County,Colorado County,Jail Enforcement Model,5/22/2025,link,
TEXAS,Colorado County Sheriff's Office,County,Colorado County,Warrant Service Officer,12/2/2025,link,
TEXAS,Comal County Sheriff's Office ,County ,Comal County,Warrant Service Officer,10/17/2025,link,
TEXAS,Comanche Police Department,Municipality,Comanche County,Task Force Model,4/20/2026,link,
TEXAS,Comanche County Sheriff's Office ,County ,Comanche County,Warrant Service Officer,11/4/2025,link,
TEXAS,Commerce Police Department,Municipality,Hunt County,Task Force Model,3/24/2026,link ,
TEXAS,Concho County Sheriff's Office,County,Concho County,Task Force Model,5/28/2026,link pending,
TEXAS,Cooke County Sheriff's Office,County,Cooke County,Warrant Service Officer,7/24/2025,link,
TEXAS,Corrigan Police Department,Municipality ,Polk County,Task Force Model,3/28/2026,link,
TEXAS,Coryell County Sheriff's Office ,County,Coryell County,Task Force Model,4/8/2026,link,
TEXAS,Crosby County Sheriff's Office,County ,Crosby County,Warrant Service Officer,8/28/2025,link,
TEXAS,Cuero Police Department ,Municipality ,DeWitt County ,Task Force Model,12/10/2025,link,
TEXAS,Cumby Police Department,Municipality,Hopkins County ,Task Force Model,12/12/2025,link,
TEXAS,"Cut ""N"" Shoot Police Department",Municipality,Montgomery County,Task Force Model,3/19/2026,link,
TEXAS,Dallam County Sheriff's Office,County ,Dallam County,Task Force Model,11/4/2025,link,
TEXAS,Dallam County Sheriff's Office,County,Dallam County,Warrant Service Officer,7/31/2025,link,
TEXAS,Dalworthington Gardens Department of Public Safety,State Agency,Tarrant County,Task Force Model,5/28/2026,link pending,
TEXAS,Deaf Smith County Sheriff's Office,County,Deaf Smith County,Warrant Service Officer,3/17/2025,link,
TEXAS,Delta County Constable Precinct 5,Municipality ,Delta County,Task Force Model,4/17/2026,link,
TEXAS,Delta County Sheriff's Office,County,Delta County,Task Force Model,2/14/2026,link,
TEXAS,Denton County Sheriff's Office,County,Denton County,Jail Enforcement Model,7/29/2025,link,
TEXAS,Denton County Sheriff's Office,County,Denton County,Task Force Model,1/26/2026,link,
TEXAS,Devine Police Department,Municipality,Medina County,Task Force Model,3/1/2026,link,
TEXAS,DeWitt County Sheriff’s Office,County,DeWitt County,Jail Enforcement Model,6/8/2020,link,
TEXAS,DeWitt County Sheriff’s Office,County,DeWitt County,Warrant Service Officer,2/26/2025,link,
TEXAS,Dickens County Sheriff's Office,County,Dickens County,Warrant Service Officer,6/25/2025,link,
TEXAS,Dimmit County Sheriff's Office ,County,Dimmit County,Jail Enforcement Model,12/10/2025,link,
TEXAS,Dimmit County Sheriff's Office ,County,Dimmit County,Task Force Model,12/10/2025,link,
TEXAS,Dimmit County Sheriff's Office ,County,Dimmit County,Warrant Service Officer,12/10/2025,link,
TEXAS,Dublin Police Department,Municipality,Erath County,Task Force Model,3/13/2026,link,
TEXAS,Early Police Department,Municipality,Brown County,Task Force Model,5/21/2026,link pending,
TEXAS,East Mountain Police Department,Municipality ,Upshur County,Task Force Model,1/26/2026,link,
TEXAS,Eastland County Sheriff's Office ,County ,Eastland County ,Task Force Model,5/1/2026,link pending,
TEXAS,Eastland County Sheriff's Office ,County ,Eastland County ,Warrant Service Officer,9/22/2025,link,
TEXAS,Ector County Sheriff's Office,County ,Ector County ,Warrant Service Officer,8/28/2025,link,
TEXAS,Edna Police Department,Municipality,Jackson County,Task Force Model,4/25/2026,link,
TEXAS,Edwards County Constable Precinct 1,Municipality,Edwards County,Task Force Model,5/21/2026,link pending,
TEXAS,Edwards County Sheriff's Office,County,Edwards County,Task Force Model,2/14/2026,link,
TEXAS,Electra Police Department,Municipality,Wichita County,Task Force Model,5/21/2026,link pending,
TEXAS,Ellis County Sheriff's Office,County,Ellis County,Jail Enforcement Model,4/16/2025,link,
TEXAS,Erath County Sheriff's Office,County,Erath County,Jail Enforcement Model,4/20/2026,link pending,
TEXAS,Erath County Sheriff's Office,County,Erath County,Task Force Model,4/17/2026,link,
TEXAS,Falfurrias Police Department ,Municipality,Brooks County,Task Force Model,11/4/2025,link,
TEXAS,Falls County Sheriff's Office,County,Falls County,Task Force Model,3/25/2025,link,
TEXAS,Fannin County Constable Precinct 3,Municipality,Fannin County,Task Force Model,4/5/2026,link,
TEXAS,Fannin County Criminal District Attorney's Office,County,Fannin County,Task Force Model,1/26/2026,link,
TEXAS,Fannin County Sheriff's Office,County,Fannin County,Task Force Model,1/26/2026,link,
TEXAS,Fayette County Sheriff's Office,County,Fayette County ,Task Force Model,11/14/2025,link,
TEXAS,Fayette County Sheriff's Office,County,Fayette County ,Warrant Service Officer,3/21/2025,link,
TEXAS,Fort Bend County Sheriff's Office,County,Fort Bend County,Jail Enforcement Model,5/28/2025,link,
TEXAS,Fort Bend County Sheriff's Office,County,Fort Bend County,Warrant Service Officer,5/28/2025,link,
TEXAS,Franklin County Sheriff's Office,County,Franklin County,Jail Enforcement Model,5/20/2025,link,
TEXAS,Franklin County Sheriff's Office,County,Franklin County,Task Force Model,2/17/2026,link,
TEXAS,Freer Police Department ,Municipality,Duval County,Task Force Model,11/6/2025,link,
TEXAS,Freestone County Constable Precinct 2,Municipality,Freestone County ,Task Force Model,12/8/2025,link,
TEXAS,Freestone County Constable Precinct 3,County,Freestone County,Task Force Model,1/26/2026,link,
TEXAS,Freestone County Sheriff's Office,County,Freestone County,Task Force Model,5/17/2026,link pending,
TEXAS,Freestone County Sheriff's Office,County,Freestone County,Warrant Service Officer,5/28/2026,link pending,
TEXAS,Frio County Sheriff's Office ,County ,Frio County ,Jail Enforcement Model ,9/22/2025,link,
TEXAS,Frio County Sheriff's Office ,County ,Frio County ,Task Force Model,9/22/2025,link,
TEXAS,Frio County Sheriff's Office ,County ,Frio County ,Warrant Service Officer,9/22/2025,link,
TEXAS,Gaines County Sheriff's Office,County,Gaines County,Task Force Model,5/17/2026,link pending,
TEXAS,Gaines County Sheriff's Office,County,Gaines County,Warrant Service Officer,7/31/2025,link,
TEXAS,Galveston County Constable Precinct 2,Municipality,Galveston County,Task Force Model,9/22/2025,link,
TEXAS,Galveston County Constable's Office Pct.1,Municipality,Galveston County,Task Force Model,9/9/2025,link,
TEXAS,Galveston County Constable's Office Pct.4,Municipality,Galveston County,Task Force Model,9/9/2025,link,
TEXAS,Galveston County Sheriff’s Office,County,Galveston County,Jail Enforcement Model,6/8/2020,link,
TEXAS,Galveston County Sheriff's Office,County,Galveston County,Task Force Model,7/23/2025,link,
TEXAS,Galveston County Sheriff's Office,County,Galveston County,Warrant Service Officer,3/26/2025,link,
TEXAS,Garza County Sheriff's Office,County,Garza County,Warrant Service Officer,7/7/2025,link,
TEXAS,Gillespie County Sheriff's Office,County,Gillespie County,Task Force Model,2/23/2026,link,
TEXAS,Goliad County Sheriff’s Office,County,Goliad County,Jail Enforcement Model,6/9/2020,link,
TEXAS,Goliad County Sheriff's Office,County,Goliad County ,Task Force Model,2/18/2025,link,
TEXAS,Goliad County Sheriff's Office,County,Goliad County ,Warrant Service Officer,2/18/2025,link,
TEXAS,Gonzales County Sheriff's Office,County,Gonzales County,Jail Enforcement Model,2/10/2026,link,
TEXAS,Gonzales County Sheriff's Office,County,Gonzales County,Task Force Model,2/10/2026,link,
TEXAS,Gonzales County Sheriff's Office,County,Gonzales County,Warrant Service Officer,4/2/2025,link,
TEXAS,Granite Shoals Police Department,Municipality ,Burnet County,Task Force Model,4/30/2026,link pending,
TEXAS,Gray County Sheriff's Office ,County ,Gray County ,Warrant Service Officer,8/28/2025,link,
TEXAS,Grayson County Sheriff’s Office,County,Grayson County,Jail Enforcement Model,3/21/2025,link,
TEXAS,Grayson County Sheriff's Office ,County ,Grayson County,Warrant Service Officer,10/17/2025,link,
TEXAS,Gregg County Sheriff's Office,County,Gregg County,Jail Enforcement Model,3/17/2025,link,
TEXAS,Gregg County Sheriff's Office,County,Gregg County,Task Force Model,4/5/2026,link,
TEXAS,Grimes County Sheriff's Office ,County,Grimes County,Warrant Service Officer,2/25/2026,link,
TEXAS,Guadalupe County Constable Precinct 1,Municipality,Guadalupe County,Task Force Model,4/15/2026,link,
TEXAS,Guadalupe County Constable Precinct 4,Municipality,Guadalupe County,Task Force Model,4/15/2026,link,
TEXAS,Guadalupe County Sheriff's Office ,County,Guadalupe County ,Jail Enforcement Model ,12/2/2025,link,
TEXAS,Hale County Sheriff's Office,County ,Hale County,Warrant Service Officer,8/4/2025,link,
TEXAS,Hallettsville Police Department,Municipality ,Lavaca County,Task Force Model,1/26/2026,link,
TEXAS,Hamilton County Sheriff's Office ,County,Hamilton County,Task Force Model,4/10/2025,link,
TEXAS,Hardeman County Sheriff's Office,County,Hardeman County,Warrant Service Officer,6/25/2025,link,
TEXAS,Harrison County Sheriff's Office,County,Harrison County,Task Force Model,4/13/2026,link,
TEXAS,Harrison County Sheriff's Office,County,Harrison County ,Warrant Service Officer,2/24/2025,link,
TEXAS,Hartley County Sheriff's Office,County,Hartley County,Task Force Model,7/23/2025,link,
TEXAS,Haskell Police Department,Municipality ,Haskell County,Task Force Model,1/26/2026,link,
TEXAS,Hemphill County Sheriff's Office,County,Hemphill County,Warrant Service Officer,7/24/2025,link,
TEXAS,Henderson County Sheriff's Office ,County ,Henderson County ,Warrant Service Officer,10/17/2025,link,
TEXAS,Hidalgo County Sheriff's Office ,County ,Hidalgo County ,Warrant Service Officer,10/17/2025,link,
TEXAS,Hill County Sheriff's Office,County,Hill County,Warrant Service Officer,5/7/2025,link,
TEXAS,Hockley County Sheriff's Office,County ,Hockley County,Warrant Service Officer,8/4/2025,link,
TEXAS,Holland Police Department ,Municipality,Bell County,Task Force Model,11/4/2025,link,
TEXAS,Hollywood Park Police Department,Municipality ,Bexar County,Task Force Model,1/26/2026,link,
TEXAS,Hood County Sheriff's Office,County,Hood County,Task Force Model,1/30/2026,link,
TEXAS,Hood County Sheriff's Office,County,Hood County,Warrant Service Officer,5/13/2025,link,
TEXAS,Hopkins County Sheriff's Office ,County ,Hopkins County,Task Force Model,1/26/2026,link,
TEXAS,Hopkins County Sheriff's Office ,County ,Hopkins County,Warrant Service Officer,10/17/2025,link,
TEXAS,Houston County Sheriff's Office,County,Houston County,Warrant Service Officer,4/2/2025,link,
TEXAS,Howard County Sheriff's Office ,County ,Howard County ,Warrant Service Officer,10/17/2025,link,
TEXAS,Hughes Springs Police Department,Municipality,Cass County,Task Force Model,3/19/2026,link,
TEXAS,Huntington Police Department,Municipality,Angelina County,Task Force Model,2/25/2026,link,
TEXAS,Hutchinson County Sheriff's Office,County,Hutchinson County,Warrant Service Officer,3/17/2026,link pending,
TEXAS,Ingram Police Department ,Municipality,Kerr County,Task Force Model,10/17/2025,link,
TEXAS,Jack County Sheriff's Office,County,Jack County,Task Force Model,4/9/2026,link,
TEXAS,Jack County Sheriff's Office,County,Jack County,Warrant Service Officer,7/24/2025,link,
TEXAS,Jackson County Sheriff's Office,County,Jackson County ,Jail Enforcement Model,6/8/2020,link,
TEXAS,Jackson County Sheriff's Office,County,Jackson County ,Task Force Model,10/17/2025,link,
TEXAS,Jackson County Sheriff's Office ,County,Jackson County  ,Warrant Service Officer,2/24/2025,link,
TEXAS,Jasper County Sheriff's Office ,County ,Jasper County ,Warrant Service Officer,8/7/2025,link,
TEXAS,Jefferson County Sheriff's Office,County,Jefferson County,Task Force Model,6/30/2025,link,
TEXAS,Jefferson County Sheriff's Office,County,Jefferson County,Warrant Service Officer,6/30/2025,link,
TEXAS,Jefferson Police Department ,Municipality,Marion County,Task Force Model,12/18/2025,link,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County ,Jail Enforcement Model,2/28/2025,link,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County,Task Force Model,3/25/2025,link,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County,Warrant Service Officer,3/26/2025,link,
TEXAS,Johnson County District Attorney's Office,County,Johnson County,Task Force Model,3/8/2026,link,
TEXAS,Johnson County Sheriff's Office ,County,Johnson County ,Jail Enforcement Model ,12/2/2025,link,
TEXAS,Karnes County Sheriff's Office ,County ,Karnes County,Warrant Service Officer,10/17/2025,link,
TEXAS,Kaufman County Sheriff's Office ,County,Kaufman County,Jail Enforcement Model,1/26/2026,link,
TEXAS,Keller Police Department ,Municipality,Tarrant County,Warrant Service Officer,8/28/2025,link,
TEXAS,Kendall County Sheriff's Office,County,Kendall County ,Warrant Service Officer,12/23/2020,link,
TEXAS,Kenedy County Sheriff's Office,County,Kenedy County,Task Force Model,2/10/2026,link,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Jail Enforcement Model,5/2/2025,link,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Task Force Model,5/8/2025,link,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Warrant Service Officer,5/2/2025,link,
TEXAS,Kingsville Police Department,Municipality ,Kleberg County,Task Force Model,1/26/2026,link,
TEXAS,Kinney County Constable's Office,Municipality,Kinney County,Task Force Model,4/29/2026,link pending,
TEXAS,Kinney County Sheriff's Office,County,Kinney County,Task Force Model,3/26/2025,link,
TEXAS,Kleberg County Attorney's Specialized Crimes & Narcotics Task Force,County,Kleberg County,Task Force Model,12/16/2025,link,
TEXAS,Kleberg County Sheriff's Office,County,Kleberg County ,Jail Enforcement Model,7/31/2020,link,
TEXAS,Kleberg County Sheriff's Office,County,Kleberg County ,Task Force Model,12/18/2025,link,
TEXAS,Knox County Sheriff's Office,County,Knox County,Warrant Service Officer,6/30/2025,link,
TEXAS,La Vernia Police Department,Municipality,Wilson County,Task Force Model,2/23/2026,link,
TEXAS,Lamar County Sheriff's Office ,County ,Lamar County,Warrant Service Officer,10/17/2025,link,
TEXAS,Lamb County Sheriff's Office,County,Lamb County,Warrant Service Officer,6/17/2025,link,
TEXAS,Lampasas County Sheriff's Office,County,Lampasas County,Task Force Model,11/18/2025,link,
TEXAS,Lampasas County Sheriff's Office,County,Lampasas County,Warrant Service Officer,7/15/2025,link,
TEXAS,Lavaca County Constable Precinct 2,Municipality,Lavaca County ,Task Force Model,3/13/2026,link,
TEXAS,Lavaca County Sheriff’s Office,County,Lavaca County,Jail Enforcement Model,6/8/2020,link,
TEXAS,Lavaca County Sheriff’s Office,County,Lavaca County,Task Force Model,9/9/2025,link,
TEXAS,Lavaca County Sheriff's Office,County,Lavaca County ,Warrant Service Officer,2/24/2025,link,
TEXAS,League City Police Department ,Municipality,Galveston County,Task Force Model,9/22/2025,link,
TEXAS,League City Police Department ,Municipality,Galveston County,Warrant Service Officer,9/22/2025,link,
TEXAS,Lee County Sheriff's Office,County ,Lee County,Warrant Service Officer,8/28/2025,link,
TEXAS,Leonard Police Department,Municipality,Fannin County,Task Force Model,2/25/2026,link,
TEXAS,Liberty County Constable Precinct 2,Municipality,Liberty County,Task Force Model,3/19/2026,link,
TEXAS,Liberty County Constable Precinct 6,Municipality ,Liberty County,Task Force Model,2/17/2026,link,
TEXAS,Liberty County Sheriff's Office,County,Liberty County,Warrant Service Officer,1/30/2026,link,
TEXAS,Limestone County Sheriff's Office,County,Limestone County,Warrant Service Officer,1/26/2026,link,
TEXAS,Lindsay Police Department,Municipality,Cooke County,Task Force Model,5/14/2026,link pending,
TEXAS,Lipscomb County Sheriff's Office,County ,Lipscomb County,Warrant Service Officer,8/28/2025,link,
TEXAS,Live Oak County Sheriff's Office ,County,Live Oak County,Task Force Model,10/17/2025,link,
TEXAS,Live Oak County Sheriff's Office ,County,Live Oak County,Warrant Service Officer,4/16/2025,link,
TEXAS,Lone Star Police Department,Municipality,Morris County,Task Force Model,3/8/2026,link,
TEXAS,Lubbock County Sheriff's Office,County,Lubbock County ,Jail Enforcement Model,6/8/2020,link,
TEXAS,Lynn County Sheriff's Office,County,Lynn County,Warrant Service Officer,7/2/2025,link,
TEXAS,Madison County Sheriff's Office,County,Madison County,Warrant Service Officer,6/12/2025,link,
TEXAS,Marion County Sheriff's Office,County,Marion County ,Task Force Model,12/11/2025,link,
TEXAS,Marion Police Department,Municipality,Guadalupe County,Task Force Model,3/6/2026,link,
TEXAS,Marlin Police Department ,Municipality ,Fall County,Task Force Model,12/10/2025,link,
TEXAS,Matagorda County Sheriff's Office,County,Matagorda County ,Jail Enforcement Model,3/13/2020,link,
TEXAS,Maverick County Sheriff's Office,County,Maverick County,Jail Enforcement Model,5/13/2026,link pending,
TEXAS,Maverick County Sheriff's Office,County,Maverick County,Task Force Model,5/13/2026,link pending,
TEXAS,McLennan County Sheriff's Office,County ,McLennan County,Task Force Model,12/12/2025,link,
TEXAS,McMullen County Sheriff's Office,County,McMullen County ,Task Force Model,1/30/2026,link,
TEXAS,Medina County Sheriff's Office,County,Medina County,Task Force Model,3/26/2025,link,
TEXAS,Menard County Sheriff's Office,County,Menard County,Task Force Model,4/19/2026,link,
TEXAS,Menard County Sheriff's Office ,County,Menard County,Warrant Service Officer,2/10/2026,link,
TEXAS,Midland County Sheriff's Office ,County ,Midland County,Warrant Service Officer,10/17/2025,link,
TEXAS,Milam County Sheriff's Office,County,Milam County,Task Force Model,9/9/2025,link,
TEXAS,Milam County Sheriff's Office,County,Milam County,Warrant Service Officer,6/11/2025,link,
TEXAS,Mills County Sheriff's Office,County ,Mills County,Warrant Service Officer,11/4/2025,link,
TEXAS,Montague County Sheriff's Office,County,Montague County,Warrant Service Officer,2/14/2026,link,
TEXAS,Montgomery County Sheriff’s Office,County,Montgomery County,Jail Enforcement Model,6/9/2020,link,link
TEXAS,Moore County Sheriff's Office ,County ,Moore County,Warrant Service Officer,8/28/2025,link,
TEXAS,Morris County Sheriff's Office,County,Morris County,Task Force Model,12/2/2025,link,
TEXAS,Morris County Sheriff's Office ,County ,Morris County ,Jail Enforcement Model ,8/28/2025,link,
TEXAS,Motley County Sheriff's Office ,County ,Motley County,Task Force Model,8/28/2025,link,
TEXAS,Moulton Police Department ,Municipality,Lavaca County ,Task Force Model,11/10/2025,link,
TEXAS,Mustang Ridge Police Department,Municipality,Caldwell County ,Task Force Model,4/22/2026,link,
TEXAS,Nacogdoches County Sheriff's Office ,County ,Nacogdoches County,Task Force Model,2/23/2026,link,
TEXAS,Nacogdoches County Sheriff's Office ,County ,Nacogdoches County,Warrant Service Officer,8/4/2025,link,
TEXAS,New Berlin Marshal's Office ,Municipality,Guadalupe Conty,Task Force Model,11/20/2025,link,
TEXAS,Newton County Sheriff's Office,County,Newton County ,Warrant Service Officer,6/12/2025,link,
TEXAS,Nixon Police Department,Municipality,#N/A,Task Force Model,2/28/2025,link,
TEXAS,Nolan County Sheriff's Office ,County ,Nolan County,Warrant Service Officer,10/17/2025,link,
TEXAS,Nueces County Constable Precinct 3,County,Nueces County,Task Force Model,4/5/2026,link,
TEXAS,Nueces County Constable Precinct 4,County,Nueces County,Task Force Model,1/26/2026,link,
TEXAS,Neuces County Constable Precinct 5 ,County,Nueces County,Task Force Model,3/11/2026,link,
TEXAS,Nueces County Sheriff's Office,County,Nueces County ,Jail Enforcement Model,6/9/2020,link,link
TEXAS,Ochiltree County Sheriff's Office,County ,Ochiltree County,Warrant Service Officer,7/24/2025,link,
TEXAS,Oldham County Sheriff's Office,County ,Oldham County,Task Force Model,2/17/2026,link,
TEXAS,Oldham County Sheriff's Office,County ,Oldham County,Warrant Service Officer,8/28/2025,link,
TEXAS,Orange County Sheriff's Office,County,Orange County,Warrant Service Officer,5/6/2025,link,
TEXAS,Orange Grove Police Department,Municipality ,Jim Wells County,Task Force Model,2/10/2026,link,
TEXAS,Ore City Police Department,Municipality,Upshur County,Task Force Model,5/17/2026,link pending,
TEXAS,Overton Police Department,Municipality,Overton County,Task Force Model,3/31/2026,link,
TEXAS,Palo Pinto County Sheriff's Office,County ,Palo Pinto County,Warrant Service Officer,8/28/2025,link,
TEXAS,Panola County Sheriff's Office,County,Panola County,Task Force Model,4/2/2025,link,
TEXAS,Panola County Sheriff's Office,County,Panola County,Warrant Service Officer,3/26/2025,link,
TEXAS,Pantego Police Department,Municipality ,Tarrant County,Task Force Model,4/30/2026,link pending,
TEXAS,Paris Police Department ,Municipality,Lamar County ,Task Force Model,11/6/2025,link,
TEXAS,Parker County (County) Attorney's Office,County,Parker County,Task Force Model,4/5/2026,link,
TEXAS,Parker County District Attorney's Office,County,Parker County,Task Force Model,4/30/2026,link pending,
TEXAS,Parker County Sheriff's Office,County,Parker County ,Task Force Model,3/11/2026,link,
TEXAS,Parker County Sheriff's Office,County,Parker County ,Warrant Service Officer,2/27/2025,link,
TEXAS,Parmer County Sheriff's Office ,County,Parmer County,Warrant Service Officer,12/2/2025,link,
TEXAS,Pecos County Sheriff's Office,County ,Pecos County,Warrant Service Officer,8/28/2025,link,
TEXAS,Pinehurst Police Department,Municipality,Orange County,Task Force Model,4/15/2026,link,
TEXAS,Point Comfort Police Department ,Municipality,Calhoun County,Task Force Model,11/19/2025,link,
TEXAS,Polk County Sheriff's Office,County,Polk County,Warrant Service Officer,5/6/2025,link,
TEXAS,Poteet Police Department,Municipality,Atascosa County,Task Force Model,5/21/2026,link pending,
TEXAS,Potter County Sheriff's Office,County,Potter County ,Jail Enforcement Model,3/2/2020,link,
TEXAS,Rains County Sheriff's Office,County,Rains County,Warrant Service Officer,6/11/2025,link,
TEXAS,Randall County Sheriff's Office,County,Randall County ,Jail Enforcement Model,2/28/2025,link,
TEXAS,Randall County Sheriff's Office,County,Randall County ,Warrant Service Officer,8/28/2025,link,
TEXAS,Reagan County Sheriff's Office ,County ,Reagan County ,Warrant Service Officer,8/28/2025,link,
TEXAS,Real County Sheriff's Office,County,Real County,Warrant Service Officer,1/30/2026,link,
TEXAS,Red River County Sheriff's Office,County,Red River County,Task Force Model,4/5/2026,link,
TEXAS,Refugio County Sheriff’s Office,County,Refugio County,Jail Enforcement Model,6/9/2020,link,
TEXAS,Refugio County Sheriff’s Office,County,Refugio County,Task Force Model,12/10/2025,link,
TEXAS,Refugio County Sheriff’s Office,County,Refugio County,Warrant Service Officer,3/7/2025,link,
TEXAS,Refugio Police Department,Municipality,Refugio County,Task Force Model,1/8/2026,link,
TEXAS,Robertson County Sheriff's Office,County,Robertson County,Jail Enforcement Model,3/31/2026,link,
TEXAS,Robertson County Sheriff's Office,County,Robertson County,Task Force Model,3/31/2026,link,
TEXAS,Robstown Police Department,Municipality ,Nueces County ,Task Force Model,4/17/2026,link,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Jail Enforcement Model,6/9/2020,link,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Task Force Model,7/7/2025,link,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Warrant Service Officer,7/8/2025,link,
TEXAS,Roma Police Department,Municipality,Starr County,Task Force Model,4/23/2026,link,
TEXAS,Rusk County Sheriff's Office ,County,Rusk County  ,Task Force Model,8/28/2025,link,
TEXAS,Rusk County Sheriff's Office ,County,Rusk County  ,Warrant Service Officer,3/5/2025,link,
TEXAS,Sabinal Police Department,Municipality,Uvalde County,Task Force Model,5/21/2026,link pending,
TEXAS,Sabine County Sheriff's Office,County ,Sabine County,Task Force Model,9/9/2025,link,
TEXAS,Sabine County Sheriff's Office,County ,Sabine County,Warrant Service Officer,9/9/2025,link,
TEXAS,Saint Hedwig Marshal's Office,Municipality ,Bexar County,Task Force Model,2/10/2026,link,
TEXAS,San Augustine County Sheriff's Office,County,San Augustine County,Task Force Model,1/26/2026,link,
TEXAS,San Jacinto County Sheriff's Office,County ,San Jacinto County,Task Force Model,8/28/2025,link,
TEXAS,San Jacinto County Sheriff's Office,County ,San Jacinto County,Warrant Service Officer,10/17/2025,link,
TEXAS,San Patricio County Sheriff’s Office,County,San Patricio County,Jail Enforcement Model,9/3/2020,link,
TEXAS,San Saba County Sheriff's Office,County,San Saba County,Task Force Model,3/13/2026,link pending,
TEXAS,Sandy Oaks City Police Department,Municipality,Bexar County ,Task Force Model,5/18/2026,link pending,
TEXAS,Santa Anna Police Department,Municipality,Coleman County ,Task Force Model,4/5/2026,link,
TEXAS,Santa Fe Police Department,Municipality,Galveston County,Task Force Model,4/20/2026,link pending,
TEXAS,Schleicher County Sheriff's Office,County,Schleicher County,Warrant Service Officer,4/2/2025,link,
TEXAS,Scurry County Sheriff's Office,County,Scurry County,Warrant Service Officer,6/25/2025,link,
TEXAS,Seagraves Police Department,Municipality,Gaines County,Task Force Model,5/24/2026,link pending,
TEXAS,Shackelford County Sheriff's Office,County ,Shackelford County,Warrant Service Officer,7/24/2025,link,
TEXAS,Shelby County Sheriff's Office ,County ,Shelby County,Warrant Service Officer,9/22/2025,link,
TEXAS,Sherman County Sheriff's Office,County ,Sherman County,Warrant Service Officer,12/12/2025,link,
TEXAS,Shiner Police Department ,Municipality,Lavaca County ,Task Force Model,11/6/2025,link,
TEXAS,Smiley City Marshal's Office,Municipality,Gonzales County ,Task Force Model,11/4/2025,link,
TEXAS,Smith County Constable Precinct 4,County ,Smith County,Task Force Model,10/17/2025,link,
TEXAS,Smith County Sheriff’s Office,County,Smith County,Jail Enforcement Model,6/9/2020,link,
TEXAS,Smith County Sheriff’s Office,County,Smith County,Task Force Model,2/18/2025,link,
TEXAS,Somervell County Sheriff's Office ,County ,Somervell County,Warrant Service Officer,9/22/2025,link,
TEXAS,Southside Place Police Department,Municipality,Harris County,Task Force Model,6/13/2025,link pending,
TEXAS,Splendora Police Department,Municipality,#N/A,Task Force Model,6/13/2025,link,
TEXAS,Stagecoach Police Department,Municipality,Montgomery County,Task Force Model,5/18/2026,link pending,
TEXAS,Stamford Police Department,County,Jones County,Task Force Model,1/26/2026,link,
TEXAS,Stephens County Sheriff's Office ,County ,Stephens County,Warrant Service Officer,10/17/2025,link,
